"purchase_id","Model","Price","Engine_Power","Transmission","Fuel_Type","Num_Additional_Options"
2752,"Kalina",9e+05,97,"MT","Petrol",3
2753,"2113",2500000,117,"MT","Petrol",4
2754,"Niva Legend",2350000,132,"MT","Diesel",1
2755,"Largus",1350000,132,"MT","Diesel",5
2756,"Niva Travel",1300000,147,"MT","Petrol",2
2757,"2111",2800000,87,"MT","Petrol",0
2758,"2113",2800000,132,"MT","Diesel",1
2759,"2110",2450000,127,"MT","Petrol",3
2760,"2109",1850000,107,"MT","Petrol",1
2761,"XRay",2650000,127,"MT","Petrol",2
2762,"2112",1300000,122,"MT","Petrol",2
2763,"Niva Travel",2550000,147,"MT","Petrol",1
2764,"21099",1100000,97,"MT","Petrol",1
2765,"Largus",2250000,87,"MT","Diesel",2
2766,"Granta",1900000,87,"MT","Petrol",4
2767,"2114",750000,112,"MT","Petrol",2
2768,"2112",1500000,97,"MT","Diesel",2
2769,"2112",2650000,137,"MT","Petrol",0
2770,"Granta",1750000,117,"MT","Petrol",4
2771,"2111",1700000,142,"AT","Petrol",1
2772,"2111",3150000,132,"MT","Petrol",3
2773,"Priora",2800000,107,"AT","Petrol",2
2774,"XRay",1800000,122,"MT","Petrol",3
2775,"Priora",2550000,132,"MT","Petrol",5
2776,"2110",2600000,112,"AT","Petrol",1
2777,"Niva Travel",2e+06,107,"MT","Petrol",3
2778,"2115",3e+06,142,"MT","Petrol",1
2779,"XRay",2400000,102,"MT","Petrol",2
2780,"XRay",3200000,112,"MT","Petrol",1
2781,"Largus",2250000,127,"AT","Petrol",2
2782,"Riva",3e+06,142,"MT","Petrol",2
2783,"Priora",850000,112,"MT","Petrol",1
2784,"2115",2250000,107,"MT","Petrol",2
2785,"Oka",2200000,102,"MT","Petrol",1
2786,"2111",3100000,102,"AT","Petrol",3
2787,"Granta",2750000,142,"AT","Diesel",1
2788,"2115",2500000,117,"MT","Diesel",3
2789,"Niva Travel",1350000,117,"AT","Petrol",0
2790,"2110",1700000,92,"AT","Petrol",1
2791,"Samara",3200000,107,"AT","Petrol",3
2792,"21099",1950000,122,"MT","Petrol",2
2793,"XRay",2700000,87,"MT","Petrol",2
2794,"Kalina",1300000,112,"MT","Petrol",1
2795,"2111",950000,102,"AT","Petrol",2
2796,"2113",2300000,112,"MT","Petrol",2
2797,"2114",2100000,97,"AT","Petrol",2
2798,"2114",7e+05,112,"MT","Petrol",0
2799,"Oka",2e+06,112,"MT","Petrol",0
2800,"2107",1950000,87,"MT","Petrol",3
2801,"Samara",750000,92,"AT","Diesel",0
2802,"Niva Legend",2550000,117,"MT","Petrol",1
2803,"Kalina",1800000,117,"MT","Petrol",0
2804,"2111",950000,92,"MT","Petrol",4
2805,"Largus",3e+06,87,"MT","Petrol",1
2806,"2109",2800000,102,"MT","Petrol",0
2807,"Niva Legend",2150000,127,"MT","Petrol",5
2808,"2115",2550000,142,"AT","Petrol",1
2809,"Samara",3150000,107,"AT","Petrol",3
2810,"Vesta",1250000,127,"MT","Diesel",3
2811,"2113",2600000,107,"AT","Petrol",2
2812,"2115",3100000,92,"MT","Petrol",0
2813,"Niva Travel",1800000,87,"MT","Petrol",4
2814,"2110",2750000,87,"MT","Petrol",3
2815,"Oka",1500000,92,"MT","Petrol",0
2816,"Niva Travel",3150000,142,"MT","Petrol",4
2817,"21099",9e+05,137,"AT","Diesel",2
2818,"Priora",2750000,122,"MT","Petrol",1
2819,"2115",1800000,122,"AT","Petrol",1
2820,"Priora",1350000,107,"MT","Petrol",1
2821,"Samara",750000,97,"MT","Petrol",0
2822,"Riva",2250000,122,"MT","Petrol",3
2823,"Granta",850000,142,"AT","Petrol",0
2824,"Kalina",1550000,137,"MT","Petrol",1
2825,"2114",2200000,97,"MT","Petrol",1
2826,"Granta",2100000,112,"MT","Petrol",1
2827,"Oka",1050000,122,"MT","Petrol",2
2828,"2111",1550000,112,"AT","Petrol",1
2829,"Priora",1800000,107,"AT","Petrol",2
2830,"Niva Travel",3150000,102,"MT","Petrol",2
2831,"Granta",1300000,102,"MT","Diesel",3
2832,"Granta",1400000,112,"AT","Petrol",2
2833,"2110",2850000,107,"MT","Petrol",3
2834,"Riva",950000,132,"MT","Petrol",2
2835,"Granta",1600000,102,"MT","Petrol",0
2836,"Niva Legend",1350000,87,"MT","Petrol",1
2837,"Granta",1050000,102,"MT","Petrol",0
2838,"2115",1050000,137,"MT","Petrol",3
2839,"2113",2900000,127,"AT","Petrol",0
2840,"2115",750000,122,"MT","Petrol",2
2841,"Granta",1300000,87,"AT","Petrol",0
2842,"Largus",1800000,107,"MT","Petrol",2
2843,"Niva Legend",1200000,137,"MT","Diesel",2
2844,"2112",2950000,117,"MT","Petrol",0
2845,"2110",1300000,127,"MT","Petrol",4
2846,"2111",8e+05,107,"MT","Petrol",2
2847,"Riva",2150000,92,"MT","Petrol",1
2848,"2107",1550000,107,"AT","Petrol",2
2849,"Priora",2850000,137,"AT","Petrol",0
2850,"Oka",2750000,117,"AT","Petrol",1
2851,"21099",850000,122,"MT","Petrol",2
2852,"2114",1700000,132,"AT","Petrol",2
2853,"Vesta",1050000,92,"MT","Petrol",0
2854,"Largus",1e+06,107,"AT","Diesel",3
2855,"Granta",1550000,117,"MT","Petrol",4
2856,"Niva Travel",2350000,147,"AT","Petrol",0
2857,"XRay",2850000,87,"AT","Petrol",2
2858,"Priora",1250000,117,"MT","Petrol",2
2859,"Niva Travel",1500000,87,"MT","Petrol",1
2860,"2115",1550000,102,"MT","Petrol",4
2861,"2114",2150000,97,"MT","Petrol",1
2862,"Priora",1850000,122,"MT","Petrol",3
2863,"Kalina",1500000,147,"MT","Petrol",3
2864,"21099",1300000,97,"MT","Petrol",2
2865,"Granta",2200000,102,"AT","Petrol",2
2866,"Priora",2100000,107,"MT","Petrol",2
2867,"21099",1700000,112,"MT","Petrol",0
2868,"Niva Legend",1150000,122,"MT","Diesel",1
2869,"Samara",3150000,117,"MT","Petrol",3
2870,"Priora",3050000,142,"AT","Petrol",1
2871,"2109",1750000,132,"AT","Petrol",0
2872,"2110",2900000,142,"MT","Petrol",1
2873,"21099",1100000,112,"MT","Petrol",0
2874,"2111",2e+06,132,"MT","Petrol",0
2875,"Samara",2700000,112,"MT","Petrol",1
2876,"Niva Legend",1900000,97,"MT","Petrol",2
2877,"2115",7e+05,92,"AT","Diesel",2
2878,"Niva Legend",1200000,127,"AT","Petrol",1
2879,"2109",1400000,97,"MT","Petrol",4
2880,"Samara",1850000,132,"MT","Petrol",1
2881,"2110",1450000,137,"AT","Petrol",2
2882,"XRay",2500000,87,"MT","Petrol",1
2883,"2113",7e+05,87,"MT","Petrol",3
2884,"Vesta",1950000,87,"AT","Petrol",2
2885,"Largus",950000,132,"MT","Petrol",3
2886,"2110",1700000,107,"MT","Diesel",1
2887,"2114",1950000,127,"AT","Petrol",2
2888,"2114",1050000,147,"AT","Petrol",0
2889,"Kalina",1250000,102,"MT","Petrol",3
2890,"2110",7e+05,112,"MT","Petrol",1
2891,"Vesta",2950000,142,"AT","Petrol",1
2892,"Niva Travel",1600000,147,"MT","Petrol",4
2893,"Priora",2150000,92,"MT","Petrol",1
2894,"2112",2700000,107,"MT","Petrol",1
2895,"Priora",2850000,92,"MT","Petrol",5
2896,"2115",2850000,117,"AT","Petrol",5
2897,"Oka",2100000,112,"MT","Petrol",3
2898,"Riva",8e+05,142,"MT","Petrol",0
2899,"2110",7e+05,117,"AT","Petrol",2
2900,"2115",1050000,127,"MT","Petrol",2
2901,"2107",1950000,102,"AT","Diesel",3
2902,"Priora",2150000,117,"MT","Petrol",2
2903,"XRay",3100000,102,"MT","Petrol",2
2904,"2109",750000,132,"AT","Petrol",1
2905,"Largus",1200000,102,"MT","Petrol",1
2906,"Kalina",2250000,142,"AT","Petrol",1
2907,"Largus",2200000,142,"MT","Petrol",4
2908,"2115",1650000,132,"AT","Petrol",4
2909,"Oka",1850000,137,"MT","Petrol",0
2910,"2112",3150000,132,"AT","Petrol",0
2911,"2114",2150000,127,"MT","Petrol",2
2912,"2110",850000,122,"MT","Petrol",2
2913,"Kalina",2750000,127,"MT","Diesel",2
2914,"Largus",2500000,107,"MT","Petrol",0
2915,"Oka",2200000,117,"AT","Petrol",2
2916,"2110",3100000,147,"MT","Petrol",2
2917,"2114",1150000,117,"MT","Petrol",2
2918,"21099",1750000,142,"AT","Petrol",0
2919,"2111",1850000,97,"AT","Petrol",2
2920,"Largus",3200000,117,"AT","Petrol",1
2921,"2113",2600000,117,"AT","Petrol",2
2922,"Niva Legend",1100000,122,"MT","Petrol",1
2923,"2109",2250000,107,"AT","Petrol",1
2924,"Niva Travel",1400000,97,"MT","Petrol",4
2925,"Samara",1550000,117,"MT","Petrol",0
2926,"Granta",2300000,122,"MT","Petrol",2
2927,"Niva Travel",2500000,142,"AT","Petrol",0
2928,"Riva",1900000,97,"MT","Petrol",4
2929,"XRay",2250000,107,"AT","Diesel",2
2930,"2111",2700000,112,"MT","Petrol",2
2931,"Niva Travel",3150000,107,"AT","Petrol",2
2932,"Samara",2350000,112,"MT","Petrol",3
2933,"2111",1050000,87,"AT","Petrol",4
2934,"XRay",950000,92,"MT","Petrol",0
2935,"2107",8e+05,92,"MT","Petrol",2
2936,"Samara",2300000,122,"MT","Diesel",4
2937,"Granta",3100000,127,"AT","Petrol",0
2938,"2109",1950000,112,"MT","Petrol",1
2939,"Priora",1e+06,107,"AT","Petrol",2
2940,"Priora",2150000,142,"MT","Petrol",2
2941,"Largus",1950000,112,"MT","Petrol",4
2942,"Niva Legend",1700000,117,"AT","Petrol",5
2943,"Niva Legend",2e+06,122,"MT","Diesel",1
2944,"Vesta",2450000,102,"AT","Petrol",4
2945,"Priora",1450000,127,"MT","Petrol",1
2946,"Kalina",2050000,112,"MT","Petrol",3
2947,"2109",950000,87,"AT","Diesel",2
2948,"2107",1150000,92,"MT","Petrol",2
2949,"Riva",1750000,92,"AT","Petrol",1
2950,"Riva",2200000,142,"MT","Diesel",0
2951,"2107",2050000,87,"MT","Petrol",3
2952,"2114",1350000,87,"AT","Petrol",1
2953,"Vesta",1700000,92,"MT","Petrol",2
2954,"21099",9e+05,122,"MT","Petrol",0
2955,"2107",1800000,132,"AT","Diesel",0
2956,"Largus",1500000,132,"MT","Petrol",2
2957,"Niva Travel",950000,137,"MT","Petrol",1
2958,"Largus",3150000,137,"MT","Petrol",3
2959,"2113",2600000,122,"MT","Petrol",2
2960,"Riva",1150000,112,"MT","Petrol",1
2961,"2107",2750000,142,"AT","Petrol",1
2962,"2112",750000,147,"AT","Petrol",2
2963,"Largus",2600000,132,"MT","Petrol",4
2964,"2110",1350000,92,"AT","Petrol",3
2965,"21099",9e+05,102,"MT","Petrol",5
2966,"2112",1150000,142,"MT","Petrol",1
2967,"Samara",1500000,132,"MT","Petrol",0
2968,"2115",1500000,92,"AT","Petrol",2
2969,"2109",9e+05,112,"MT","Petrol",0
2970,"Vesta",1e+06,107,"MT","Petrol",1
2971,"Priora",1250000,112,"MT","Petrol",0
2972,"Riva",8e+05,142,"MT","Petrol",2
2973,"Vesta",2700000,117,"MT","Petrol",1
2974,"2114",1650000,112,"MT","Petrol",2
2975,"Oka",750000,92,"MT","Petrol",0
2976,"Niva Legend",1700000,92,"AT","Petrol",1
2977,"2112",2100000,147,"AT","Petrol",5
2978,"Samara",1150000,117,"MT","Petrol",0
2979,"Granta",2150000,92,"MT","Petrol",1
2980,"21099",7e+05,147,"AT","Petrol",1
2981,"Niva Legend",2300000,92,"MT","Petrol",2
2982,"Granta",1600000,107,"MT","Petrol",0
2983,"Oka",1100000,97,"AT","Petrol",1
2984,"Granta",1850000,112,"AT","Petrol",2
2985,"Niva Travel",1600000,117,"MT","Petrol",0
2986,"Granta",7e+05,142,"AT","Petrol",0
2987,"2112",3200000,112,"MT","Petrol",2
2988,"Riva",2500000,117,"AT","Petrol",1
2989,"2114",1800000,117,"AT","Petrol",1
2990,"2115",1800000,92,"MT","Petrol",1
2991,"2112",3100000,102,"MT","Petrol",1
2992,"Niva Travel",3200000,127,"MT","Petrol",3
2993,"Oka",1500000,102,"MT","Petrol",0
2994,"2115",3200000,92,"MT","Petrol",1
2995,"2111",7e+05,97,"MT","Petrol",3
2996,"Largus",7e+05,127,"MT","Petrol",5
2997,"2110",2550000,112,"MT","Diesel",5
2998,"2113",2800000,87,"MT","Petrol",0
2999,"21099",1700000,97,"MT","Diesel",2
3000,"Samara",2950000,92,"MT","Petrol",4
3001,"Priora",2450000,132,"MT","Petrol",2
3002,"Samara",2200000,122,"MT","Petrol",1
3003,"2111",1600000,122,"AT","Petrol",1
3004,"Samara",1400000,87,"MT","Petrol",2
3005,"Riva",2850000,127,"MT","Petrol",2
3006,"Riva",1350000,147,"MT","Petrol",2
3007,"Vesta",1600000,132,"AT","Petrol",4
3008,"Largus",1100000,107,"AT","Petrol",0
3009,"Samara",950000,137,"MT","Petrol",2
3010,"2107",2550000,117,"MT","Petrol",3
3011,"Samara",1700000,87,"MT","Diesel",1
3012,"2113",1950000,92,"AT","Petrol",0
3013,"Niva Travel",2300000,87,"MT","Diesel",1
3014,"Samara",1e+06,102,"MT","Diesel",2
3015,"Priora",1750000,97,"MT","Petrol",1
3016,"Granta",2e+06,147,"AT","Petrol",4
3017,"Granta",2750000,132,"MT","Petrol",1
3018,"Riva",2350000,142,"MT","Petrol",1
3019,"21099",2250000,112,"AT","Petrol",1
3020,"21099",3200000,147,"AT","Petrol",1
3021,"2114",1850000,102,"MT","Petrol",2
3022,"2111",2450000,97,"AT","Petrol",0
3023,"2110",1350000,127,"MT","Petrol",2
3024,"Samara",1700000,132,"MT","Petrol",2
3025,"2110",8e+05,142,"MT","Petrol",1
3026,"2107",1150000,92,"MT","Petrol",2
3027,"Vesta",2300000,102,"MT","Petrol",4
3028,"XRay",2500000,122,"MT","Petrol",1
3029,"21099",1450000,87,"AT","Diesel",5
3030,"Largus",2550000,92,"AT","Petrol",2
3031,"Samara",1350000,97,"AT","Petrol",5
3032,"2113",1750000,102,"AT","Petrol",0
3033,"2107",1250000,92,"MT","Petrol",1
3034,"2113",1250000,102,"AT","Petrol",5
3035,"Niva Legend",1550000,127,"MT","Petrol",1
3036,"Riva",7e+05,137,"MT","Petrol",1
3037,"Kalina",850000,97,"MT","Petrol",5
3038,"Vesta",1550000,122,"MT","Diesel",1
3039,"Niva Legend",2750000,147,"AT","Petrol",2
3040,"2109",2600000,137,"MT","Petrol",2
3041,"Kalina",1500000,92,"MT","Petrol",4
3042,"2115",1e+06,132,"MT","Petrol",0
3043,"2110",3050000,87,"MT","Petrol",0
3044,"21099",1100000,142,"MT","Petrol",1
3045,"2114",1750000,122,"MT","Petrol",2
3046,"Granta",2250000,137,"AT","Petrol",0
3047,"Niva Legend",2800000,102,"MT","Petrol",4
3048,"Priora",1900000,112,"MT","Petrol",1
3049,"2109",750000,107,"MT","Petrol",2
3050,"21099",1900000,117,"MT","Petrol",3
3051,"Riva",850000,87,"AT","Petrol",5
3052,"2109",850000,122,"MT","Petrol",3
3053,"2114",1900000,112,"MT","Diesel",3
3054,"2110",1e+06,87,"MT","Petrol",4
3055,"2109",2400000,102,"MT","Petrol",1
3056,"Oka",2750000,147,"MT","Petrol",4
3057,"Kalina",2950000,92,"MT","Petrol",1
3058,"Kalina",950000,107,"MT","Petrol",3
3059,"Niva Legend",2600000,107,"MT","Petrol",3
3060,"2112",7e+05,127,"MT","Petrol",0
3061,"2112",2400000,87,"MT","Petrol",1
3062,"2114",2e+06,117,"MT","Petrol",3
3063,"XRay",2600000,137,"AT","Petrol",0
3064,"2115",1100000,117,"MT","Petrol",3
3065,"Vesta",1400000,97,"MT","Petrol",5
3066,"Oka",850000,107,"MT","Petrol",1
3067,"Largus",9e+05,132,"MT","Petrol",2
3068,"2111",1350000,107,"MT","Diesel",0
3069,"Niva Legend",2450000,132,"AT","Petrol",2
3070,"XRay",1100000,127,"MT","Petrol",4
3071,"Riva",3150000,107,"MT","Petrol",4
3072,"Samara",1950000,102,"MT","Petrol",1
3073,"2112",3150000,127,"AT","Petrol",2
3074,"Niva Travel",3200000,112,"AT","Petrol",1
3075,"Samara",1650000,127,"MT","Petrol",1
3076,"Riva",1850000,102,"MT","Petrol",2
3077,"2114",2650000,87,"MT","Petrol",2
3078,"2107",3e+06,117,"MT","Petrol",3
3079,"Niva Legend",2600000,122,"MT","Petrol",0
3080,"Riva",3050000,102,"AT","Petrol",0
3081,"XRay",3050000,97,"MT","Petrol",2
3082,"2111",2900000,137,"MT","Petrol",3
3083,"Niva Travel",9e+05,112,"MT","Petrol",2
3084,"2112",1e+06,112,"MT","Petrol",1
3085,"Riva",1200000,142,"MT","Petrol",4
3086,"Vesta",1950000,127,"MT","Petrol",2
3087,"Oka",2650000,127,"AT","Petrol",2
3088,"2115",2600000,147,"MT","Petrol",2
3089,"Granta",1450000,127,"MT","Petrol",1
3090,"2109",2450000,142,"MT","Petrol",1
3091,"Samara",2e+06,87,"MT","Petrol",1
3092,"Samara",1350000,147,"MT","Petrol",1
3093,"Priora",2150000,117,"MT","Petrol",0
3094,"2111",1700000,87,"MT","Petrol",3
3095,"2114",1150000,97,"MT","Petrol",5
3096,"2114",750000,132,"MT","Petrol",0
3097,"Niva Legend",3100000,92,"MT","Petrol",2
3098,"2115",850000,102,"MT","Diesel",4
3099,"Priora",2650000,92,"MT","Petrol",0
3100,"2111",1450000,117,"AT","Petrol",3
3101,"2110",1950000,87,"MT","Petrol",2
3102,"2112",1300000,102,"MT","Petrol",1
3103,"Priora",3100000,137,"AT","Petrol",2
3104,"Kalina",750000,142,"MT","Petrol",2
3105,"2110",3200000,92,"MT","Petrol",1
3106,"2112",750000,87,"MT","Diesel",0
3107,"2113",2650000,117,"MT","Petrol",2
3108,"2115",750000,107,"MT","Petrol",3
3109,"Vesta",1350000,107,"AT","Petrol",1
3110,"XRay",1e+06,87,"MT","Petrol",2
3111,"Granta",850000,107,"MT","Diesel",2
3112,"Samara",1550000,97,"MT","Diesel",1
3113,"Granta",2700000,127,"MT","Petrol",4
3114,"Vesta",2250000,107,"MT","Petrol",0
3115,"Largus",1800000,117,"MT","Petrol",4
3116,"2112",1800000,92,"MT","Petrol",0
3117,"Kalina",2650000,142,"MT","Diesel",1
3118,"Vesta",2300000,142,"MT","Petrol",1
3119,"2111",2550000,112,"MT","Petrol",3
3120,"Niva Legend",1850000,97,"AT","Petrol",1
3121,"2107",2e+06,127,"MT","Petrol",0
3122,"Niva Legend",2250000,137,"AT","Petrol",1
3123,"Granta",1900000,147,"MT","Diesel",2
3124,"Largus",2850000,122,"AT","Petrol",1
3125,"2115",1400000,102,"MT","Petrol",2
3126,"Priora",2900000,132,"MT","Petrol",2
3127,"2114",1450000,132,"AT","Petrol",4
3128,"21099",1500000,147,"AT","Petrol",0
3129,"Niva Travel",3150000,107,"MT","Petrol",1
3130,"2111",1300000,137,"MT","Petrol",1
3131,"2114",1550000,97,"MT","Petrol",1
3132,"Vesta",2650000,142,"MT","Petrol",0
3133,"Granta",2150000,102,"MT","Petrol",1
3134,"Granta",3e+06,117,"AT","Petrol",1
3135,"2115",2e+06,87,"MT","Petrol",3
3136,"Niva Legend",1600000,147,"MT","Petrol",4
3137,"Priora",1300000,92,"MT","Petrol",1
3138,"Granta",1300000,97,"MT","Petrol",0
3139,"2114",2e+06,112,"MT","Petrol",1
3140,"Granta",3e+06,97,"MT","Petrol",1
3141,"2111",2550000,122,"MT","Petrol",0
3142,"2110",3e+06,142,"MT","Petrol",2
3143,"Largus",1250000,142,"AT","Petrol",4
3144,"2110",8e+05,147,"MT","Petrol",0
3145,"21099",3100000,97,"AT","Petrol",0
3146,"Largus",1600000,127,"MT","Petrol",2
3147,"2112",2950000,107,"MT","Diesel",1
3148,"Largus",2700000,142,"AT","Petrol",2
3149,"2112",1550000,112,"MT","Petrol",2
3150,"Niva Travel",2500000,107,"MT","Petrol",2
3151,"2115",2500000,127,"MT","Petrol",4
3152,"Kalina",2250000,127,"MT","Petrol",3
3153,"Vesta",3150000,147,"AT","Petrol",0
3154,"2110",2500000,147,"AT","Petrol",0
3155,"Oka",9e+05,117,"AT","Petrol",0
3156,"Samara",2450000,87,"AT","Petrol",0
3157,"2112",1500000,137,"MT","Petrol",0
3158,"Largus",3150000,112,"MT","Petrol",1
3159,"Vesta",2950000,127,"MT","Diesel",0
3160,"21099",1500000,117,"AT","Petrol",3
3161,"Granta",2500000,137,"AT","Petrol",1
3162,"Vesta",1250000,117,"MT","Petrol",0
3163,"21099",7e+05,92,"MT","Petrol",1
3164,"Vesta",1950000,142,"MT","Petrol",2
3165,"Riva",2700000,142,"AT","Petrol",0
3166,"21099",1850000,137,"MT","Petrol",0
3167,"Granta",2350000,117,"MT","Petrol",2
3168,"Riva",8e+05,147,"MT","Petrol",3
3169,"2107",2400000,87,"AT","Petrol",0
3170,"2111",1150000,142,"AT","Petrol",3
3171,"2113",1100000,132,"MT","Petrol",2
3172,"Granta",2100000,137,"MT","Petrol",1
3173,"Samara",2150000,122,"AT","Diesel",0
3174,"Niva Travel",2150000,132,"MT","Petrol",2
3175,"Kalina",1450000,87,"MT","Petrol",3
3176,"2114",2900000,102,"MT","Petrol",1
3177,"2112",1400000,142,"MT","Petrol",0
3178,"21099",2100000,87,"MT","Petrol",0
3179,"Niva Travel",1550000,147,"MT","Petrol",1
3180,"Granta",3150000,142,"AT","Petrol",5
3181,"Largus",2550000,147,"MT","Petrol",0
3182,"Granta",2650000,97,"MT","Petrol",1
3183,"Largus",2700000,97,"AT","Petrol",1
3184,"Granta",3e+06,102,"AT","Petrol",3
3185,"2107",2850000,147,"MT","Petrol",1
3186,"Niva Legend",9e+05,92,"AT","Petrol",1
3187,"2109",1100000,127,"MT","Petrol",0
3188,"Oka",850000,112,"MT","Petrol",1
3189,"Vesta",1600000,127,"MT","Petrol",0
3190,"2110",1950000,92,"MT","Petrol",2
3191,"2115",1050000,87,"MT","Petrol",0
3192,"2112",1400000,117,"AT","Petrol",2
3193,"2112",1350000,127,"AT","Petrol",5
3194,"Vesta",2400000,87,"AT","Petrol",0
3195,"Niva Legend",1800000,137,"MT","Petrol",3
3196,"Priora",2900000,107,"MT","Petrol",4
3197,"Largus",2900000,107,"MT","Petrol",0
3198,"Priora",2400000,137,"MT","Petrol",1
3199,"Priora",2e+06,92,"MT","Petrol",3
3200,"2113",950000,122,"MT","Petrol",0
3201,"Oka",1450000,147,"MT","Petrol",3
3202,"21099",2150000,122,"AT","Diesel",2
3203,"2115",950000,147,"MT","Petrol",0
3204,"2110",1750000,107,"MT","Petrol",1
3205,"2107",1150000,92,"MT","Petrol",0
3206,"Largus",2450000,102,"MT","Petrol",1
3207,"Niva Legend",1150000,102,"AT","Petrol",2
3208,"2110",2300000,117,"MT","Petrol",3
3209,"Largus",3e+06,92,"MT","Diesel",1
3210,"2115",2950000,97,"MT","Diesel",0
3211,"Riva",1700000,87,"AT","Petrol",0
3212,"Niva Travel",8e+05,102,"MT","Petrol",1
3213,"2109",2100000,122,"AT","Petrol",2
3214,"Oka",1750000,142,"MT","Diesel",1
3215,"Largus",3050000,147,"MT","Petrol",1
3216,"2115",1250000,97,"MT","Petrol",0
3217,"XRay",2850000,127,"MT","Diesel",3
3218,"2114",2500000,102,"AT","Petrol",3
3219,"2110",2900000,102,"MT","Petrol",3
3220,"Vesta",2550000,147,"AT","Petrol",1
3221,"Riva",2050000,112,"MT","Petrol",4
3222,"Niva Travel",750000,147,"MT","Diesel",4
3223,"2110",2600000,87,"MT","Petrol",0
3224,"Oka",2200000,127,"MT","Petrol",2
3225,"2111",1800000,117,"MT","Diesel",2
3226,"2114",2800000,102,"AT","Petrol",0
3227,"XRay",2e+06,87,"MT","Petrol",0
3228,"21099",1550000,112,"MT","Petrol",2
3229,"Oka",3100000,107,"MT","Diesel",0
3230,"Niva Legend",2900000,137,"AT","Petrol",3
3231,"Oka",3200000,122,"AT","Petrol",3
3232,"Niva Travel",3150000,127,"AT","Petrol",2
3233,"XRay",2750000,122,"AT","Petrol",2
3234,"XRay",2900000,137,"AT","Petrol",2
3235,"Vesta",2400000,87,"AT","Petrol",2
3236,"21099",1050000,102,"MT","Petrol",3
3237,"2107",2250000,132,"MT","Petrol",0
3238,"Niva Travel",2050000,147,"MT","Petrol",1
3239,"2114",2450000,147,"MT","Petrol",2
3240,"Kalina",7e+05,107,"MT","Petrol",2
3241,"Riva",1350000,142,"MT","Petrol",2
3242,"2112",1850000,107,"MT","Petrol",2
3243,"2111",1150000,97,"MT","Petrol",0
3244,"2115",950000,102,"AT","Petrol",2
3245,"2112",1550000,137,"MT","Petrol",0
3246,"Niva Travel",2100000,112,"MT","Petrol",2
3247,"Riva",3150000,117,"MT","Petrol",1
3248,"Riva",2350000,142,"MT","Petrol",2
3249,"Riva",1e+06,127,"AT","Petrol",2
3250,"Vesta",9e+05,147,"MT","Petrol",1
3251,"2110",750000,87,"MT","Petrol",0
3252,"2115",2250000,97,"AT","Petrol",4
3253,"Samara",2150000,122,"MT","Diesel",2
3254,"2112",2700000,97,"AT","Petrol",0
3255,"Vesta",2250000,147,"AT","Petrol",2
3256,"Niva Legend",2400000,92,"MT","Petrol",0
3257,"Riva",1450000,97,"MT","Petrol",1
3258,"Vesta",2500000,92,"MT","Petrol",1
3259,"2113",1050000,132,"MT","Petrol",1
3260,"Kalina",2500000,147,"AT","Diesel",1
3261,"2109",2e+06,117,"MT","Petrol",3
3262,"Oka",2700000,117,"MT","Petrol",0
3263,"Oka",1250000,112,"MT","Diesel",2
3264,"2110",1800000,107,"MT","Petrol",4
3265,"Oka",3200000,97,"AT","Diesel",1
3266,"2111",2350000,132,"MT","Petrol",2
3267,"Samara",2900000,117,"MT","Petrol",2
3268,"Riva",3150000,127,"MT","Petrol",1
3269,"Granta",2250000,132,"MT","Petrol",1
3270,"Vesta",1500000,92,"MT","Petrol",1
3271,"2112",1350000,107,"MT","Petrol",2
3272,"21099",2700000,102,"AT","Petrol",1
3273,"2110",1450000,122,"AT","Petrol",1
3274,"Priora",1050000,97,"MT","Petrol",2
3275,"Riva",1600000,142,"AT","Petrol",1
3276,"2112",3100000,147,"MT","Petrol",3
3277,"Priora",2200000,102,"MT","Petrol",2
3278,"2113",1e+06,102,"MT","Petrol",5
3279,"Samara",1900000,112,"AT","Petrol",2
3280,"2114",3200000,112,"MT","Petrol",0
3281,"2113",1800000,147,"MT","Diesel",2
3282,"Kalina",2450000,92,"MT","Petrol",3
3283,"2109",1200000,92,"MT","Petrol",1
3284,"2110",2150000,147,"MT","Petrol",3
3285,"2107",2750000,112,"MT","Petrol",1
3286,"2109",1800000,137,"MT","Diesel",3
3287,"Vesta",1950000,147,"MT","Diesel",5
3288,"Oka",2400000,97,"MT","Petrol",0
3289,"Niva Legend",750000,142,"MT","Petrol",4
3290,"2112",1700000,147,"AT","Petrol",1
3291,"Niva Legend",2400000,122,"MT","Petrol",1
3292,"2113",2900000,102,"MT","Petrol",1
3293,"Priora",2750000,147,"MT","Petrol",0
3294,"2115",2200000,132,"AT","Petrol",1
3295,"Samara",950000,97,"MT","Petrol",2
3296,"Priora",2650000,102,"MT","Petrol",3
3297,"Oka",2350000,127,"MT","Petrol",3
3298,"Largus",2750000,147,"AT","Petrol",0
3299,"XRay",2600000,97,"MT","Petrol",1
3300,"2113",1200000,112,"AT","Petrol",0
3301,"Granta",2450000,97,"MT","Petrol",1
3302,"Samara",850000,137,"AT","Petrol",5
3303,"21099",2350000,87,"MT","Petrol",2
3304,"Granta",1950000,102,"MT","Petrol",0
3305,"2111",1700000,122,"MT","Petrol",3
3306,"21099",850000,147,"AT","Petrol",2
3307,"Priora",1900000,97,"AT","Petrol",3
3308,"2114",2850000,92,"MT","Petrol",0
