purchase_id,id,Age,Sex,Income,Purchase_Date,Region,Model,Price,Engine_Power,Transmission,Fuel_Type,Num_Additional_Options
2571,201153,49,M,294000.0,2021-08-01,самарская область,niva travel,2650000.0,137,MT,Petrol,0
2572,200042,46,M,240000.0,2021-01-01,чувашская республика,oka,2550000.0,102,MT,Petrol,0
2573,200316,61,M,381000.0,2022-10-01,самарская область,xray,900000.0,107,MT,Petrol,3
2574,200115,56,F,240000.0,2023-07-01,удмуртская республика,xray,2050000.0,102,MT,Petrol,0
2575,200840,51,M,445000.0,2023-02-01,саратовская область,xray,1250000.0,107,MT,Diesel,1
2576,200104,46,M,364000.0,2021-02-01,саратовская область,oka,3000000.0,107,MT,Petrol,1
2577,201898,37,M,379000.0,2021-01-01,кировская область,largus,2600000.0,92,MT,Petrol,0
2578,200418,32,M,384000.0,2023-12-01,саратовская область,2109,1200000.0,107,AT,Diesel,4
2579,198087,48,M,578000.0,2022-02-01,республика марий эл,2111,3100000.0,137,MT,Petrol,4
2580,198243,54,M,287000.0,2022-05-01,ульяновская область,vesta,1750000.0,117,AT,Diesel,1
2581,198667,35,F,240000.0,2023-07-01,республика башкортостан,kalina,1000000.0,107,MT,Diesel,2
2582,199176,57,M,665000.0,2023-04-01,пензенская область,riva,2950000.0,97,AT,Petrol,3
2583,199049,33,M,459000.0,2021-02-01,оренбургская область,2111,1450000.0,147,MT,Petrol,2
2584,200167,52,M,240000.0,2021-12-01,республика башкортостан,2111,1350000.0,107,AT,Petrol,3
2585,201896,50,M,290000.0,2023-07-01,самарская область,21099,2750000.0,107,MT,Petrol,0
2586,197839,41,F,314000.0,2022-11-01,самарская область,2110,2750000.0,142,MT,Petrol,3
2587,201155,34,M,240000.0,2022-07-01,ульяновская область,2114,2100000.0,112,MT,Diesel,3
2588,201380,62,M,240000.0,2021-12-01,самарская область,2114,2900000.0,87,MT,Petrol,1
2589,200172,59,M,848000.0,2022-06-01,оренбургская область,2113,2100000.0,112,MT,Petrol,1
2590,197419,52,M,593000.0,2022-06-01,республика мордовия,21099,900000.0,137,MT,Petrol,2
2591,200269,54,M,290000.0,2021-02-01,саратовская область,2112,2000000.0,137,AT,Petrol,2
2592,200274,57,M,461000.0,2022-01-01,удмуртская республика,kalina,2400000.0,97,MT,Diesel,2
2593,200384,45,M,240000.0,2021-11-01,республика татарстан,2111,2450000.0,122,MT,Petrol,1
2594,198125,54,M,249000.0,2021-03-01,республика татарстан,21099,1250000.0,127,MT,Diesel,1
2595,201929,58,M,240000.0,2022-07-01,пермский край,2110,2900000.0,137,MT,Petrol,0
2596,202223,55,M,240000.0,2021-12-01,оренбургская область,2107,900000.0,117,AT,Petrol,0
2597,202012,52,M,240000.0,2023-04-01,республика татарстан,kalina,1650000.0,147,MT,Petrol,0
2598,200526,57,M,291000.0,2022-05-01,республика башкортостан,samara,2450000.0,112,MT,Petrol,2
2599,198464,43,M,434000.0,2022-07-01,республика марий эл,oka,1550000.0,87,MT,Petrol,3
2600,197671,49,M,401000.0,2023-12-01,оренбургская область,oka,3200000.0,92,MT,Diesel,2
2601,200608,59,M,405000.0,2022-01-01,нижегородская область,largus,1550000.0,87,MT,Petrol,0
2602,200854,51,M,402000.0,2021-08-01,оренбургская область,2111,1050000.0,102,MT,Petrol,1
2603,200352,60,M,533000.0,2022-02-01,удмуртская республика,2113,1200000.0,107,MT,Petrol,3
2604,198745,50,M,431000.0,2023-12-01,республика мордовия,xray,2600000.0,132,AT,Diesel,1
2605,200982,45,M,508000.0,2022-05-01,нижегородская область,samara,1400000.0,102,MT,Petrol,0
2606,198964,62,M,426000.0,2021-08-01,самарская область,2107,1650000.0,102,MT,Petrol,3
2607,200125,59,M,529000.0,2023-10-01,республика татарстан,riva,1050000.0,102,MT,Diesel,3
2608,198415,45,M,427000.0,2023-07-01,удмуртская республика,niva legend,2300000.0,87,MT,Petrol,2
2609,197444,55,M,240000.0,2021-02-01,ульяновская область,2112,850000.0,92,MT,Petrol,1
2610,199893,46,M,240000.0,2022-08-01,саратовская область,samara,850000.0,92,MT,Petrol,2
2611,197542,48,M,249000.0,2021-01-01,самарская область,priora,1450000.0,142,MT,Petrol,2
2612,199123,49,M,600000.0,2021-07-01,республика татарстан,2111,950000.0,137,MT,Petrol,0
2613,199604,59,M,366000.0,2021-03-01,нижегородская область,xray,1950000.0,132,MT,Petrol,3
2614,201570,61,M,240000.0,2023-08-01,нижегородская область,priora,2000000.0,102,AT,Petrol,4
2615,197831,55,M,602000.0,2022-02-01,пермский край,samara,700000.0,142,MT,Petrol,2
2616,198707,51,M,551000.0,2023-06-01,республика башкортостан,2115,1650000.0,132,MT,Petrol,0
2617,199158,50,M,804000.0,2023-01-01,пермский край,niva legend,800000.0,142,MT,Petrol,1
2618,197761,43,M,428000.0,2023-10-01,оренбургская область,samara,2750000.0,102,AT,Diesel,2
2619,201232,58,M,510000.0,2022-04-01,самарская область,oka,2850000.0,87,MT,Petrol,2
2620,201354,61,F,252000.0,2022-01-01,саратовская область,2114,2400000.0,102,MT,Petrol,2
2621,198420,36,M,626000.0,2023-03-01,пермский край,xray,800000.0,122,MT,Petrol,2
2622,202144,47,M,401000.0,2022-01-01,республика татарстан,2114,3050000.0,102,MT,Petrol,3
2623,200156,54,M,824000.0,2023-05-01,самарская область,2107,2200000.0,112,MT,Petrol,0
2624,201687,47,M,240000.0,2023-08-01,республика башкортостан,largus,1300000.0,142,AT,Petrol,2
2625,197597,52,F,274000.0,2021-03-01,республика башкортостан,2109,1200000.0,102,MT,Petrol,1
2626,198918,45,F,459000.0,2023-02-01,республика татарстан,niva legend,1100000.0,102,MT,Petrol,0
2627,201197,46,M,345000.0,2022-03-01,удмуртская республика,priora,2300000.0,92,MT,Petrol,2
2628,201533,44,M,322000.0,2021-03-01,нижегородская область,kalina,3000000.0,137,MT,Petrol,4
2629,199198,59,M,345000.0,2022-08-01,пензенская область,samara,1650000.0,117,MT,Petrol,0
2630,200261,52,M,240000.0,2023-10-01,республика башкортостан,xray,2450000.0,132,MT,Petrol,0
2631,199063,53,F,569000.0,2022-11-01,кировская область,21099,2900000.0,122,MT,Petrol,3
2632,201421,37,M,405000.0,2022-05-01,пермский край,oka,2450000.0,137,MT,Petrol,2
2633,198269,59,M,240000.0,2022-03-01,саратовская область,vesta,1000000.0,132,MT,Petrol,0
2634,200679,49,M,240000.0,2023-05-01,кировская область,2112,2400000.0,122,AT,Petrol,2
2635,199290,36,M,240000.0,2021-04-01,республика марий эл,vesta,2050000.0,92,MT,Petrol,0
2636,198713,57,F,301000.0,2023-08-01,пермский край,2113,2050000.0,147,MT,Petrol,3
2637,198215,60,F,582000.0,2021-03-01,оренбургская область,2115,3200000.0,102,MT,Diesel,2
2638,198267,58,M,240000.0,2021-02-01,чувашская республика,2107,2100000.0,127,MT,Petrol,0
2639,200821,52,M,691000.0,2022-03-01,пермский край,2111,2650000.0,142,MT,Diesel,1
2640,200937,50,M,240000.0,2021-06-01,нижегородская область,2115,1550000.0,92,MT,Petrol,2
2641,201780,48,M,795000.0,2022-07-01,пензенская область,largus,2850000.0,142,MT,Petrol,4
2642,200140,62,M,295000.0,2022-02-01,пермский край,2115,1100000.0,102,MT,Petrol,4
2643,198426,57,F,1530000.0,2022-03-01,республика башкортостан,2114,1000000.0,127,AT,Petrol,2
2644,200657,59,M,252000.0,2022-11-01,республика татарстан,2113,1950000.0,102,MT,Petrol,2
2645,202269,51,M,266000.0,2022-09-01,нижегородская область,vesta,1200000.0,107,MT,Petrol,1
2646,200098,46,M,290000.0,2022-09-01,республика башкортостан,samara,3200000.0,132,MT,Petrol,0
2647,199666,43,M,240000.0,2021-01-01,пермский край,oka,2350000.0,92,MT,Petrol,2
2648,200134,54,M,321000.0,2023-09-01,саратовская область,niva legend,900000.0,97,MT,Diesel,1
2649,200103,50,M,244000.0,2022-05-01,республика татарстан,samara,3200000.0,132,MT,Diesel,1
2650,200846,52,M,465000.0,2023-05-01,оренбургская область,samara,1450000.0,127,AT,Petrol,4
2651,201611,58,M,325000.0,2022-11-01,самарская область,2111,2600000.0,127,AT,Petrol,0
2652,200462,59,M,296000.0,2021-05-01,саратовская область,granta,3150000.0,87,MT,Petrol,1
2653,197797,48,M,400000.0,2021-10-01,удмуртская республика,2113,1000000.0,142,MT,Petrol,1
2654,201676,46,M,265000.0,2023-08-01,республика башкортостан,oka,850000.0,132,MT,Diesel,1
2655,200715,56,M,240000.0,2022-06-01,саратовская область,2107,2250000.0,112,MT,Petrol,0
2656,197518,53,M,270000.0,2023-09-01,республика татарстан,vesta,950000.0,107,AT,Petrol,1
2657,201226,58,M,240000.0,2023-05-01,республика башкортостан,samara,1150000.0,102,AT,Petrol,1
2658,201823,47,M,251000.0,2023-10-01,республика татарстан,niva travel,1250000.0,127,MT,Petrol,2
2659,201849,51,M,407000.0,2022-12-01,кировская область,2109,2550000.0,117,MT,Petrol,3
2660,201453,50,M,240000.0,2021-08-01,республика татарстан,vesta,1750000.0,142,AT,Diesel,3
2661,201212,57,M,827000.0,2022-06-01,самарская область,2114,2250000.0,97,AT,Petrol,2
2662,201813,60,M,514000.0,2022-06-01,самарская область,2112,2050000.0,92,MT,Petrol,1
2663,200749,61,M,342000.0,2021-01-01,самарская область,2109,900000.0,97,MT,Petrol,0
2664,198470,42,M,265000.0,2023-07-01,республика татарстан,2109,1050000.0,117,AT,Petrol,4
2665,200677,54,M,542000.0,2021-11-01,нижегородская область,2107,2600000.0,127,MT,Petrol,1
2666,201014,61,M,437000.0,2021-02-01,удмуртская республика,2110,1400000.0,117,AT,Petrol,4
2667,201539,55,M,240000.0,2023-09-01,республика татарстан,2115,2550000.0,117,MT,Petrol,4
2668,198549,36,M,674000.0,2023-02-01,нижегородская область,niva legend,2150000.0,132,MT,Petrol,1
2669,201518,53,M,544000.0,2023-01-01,самарская область,priora,2000000.0,142,MT,Petrol,0
2670,199113,30,M,323000.0,2023-08-01,республика татарстан,2114,1850000.0,117,MT,Petrol,2
2671,201764,51,M,398000.0,2023-09-01,республика башкортостан,largus,1850000.0,142,AT,Petrol,3
2672,198373,51,M,343000.0,2022-01-01,республика татарстан,riva,2900000.0,107,MT,Petrol,2
2673,202134,49,M,334000.0,2023-05-01,саратовская область,2113,1100000.0,102,MT,Diesel,2
2674,201902,33,M,359000.0,2022-07-01,удмуртская республика,riva,2650000.0,97,MT,Petrol,1
2675,197474,46,M,285000.0,2022-01-01,республика татарстан,samara,3150000.0,92,MT,Petrol,1
2676,201313,57,M,240000.0,2022-03-01,республика татарстан,samara,3150000.0,137,AT,Petrol,1
2677,197440,46,M,478000.0,2023-06-01,самарская область,21099,2450000.0,142,MT,Petrol,2
2678,197604,52,M,486000.0,2023-06-01,пермский край,niva travel,2850000.0,142,AT,Petrol,0
2679,199682,51,M,240000.0,2023-12-01,самарская область,samara,2150000.0,97,AT,Petrol,2
2680,200198,53,M,645000.0,2021-05-01,саратовская область,2110,900000.0,112,AT,Petrol,2
2681,200606,56,M,240000.0,2021-06-01,республика татарстан,21099,2250000.0,92,AT,Petrol,4
2682,200898,52,M,240000.0,2021-01-01,республика татарстан,xray,800000.0,142,AT,Petrol,3
2683,199241,51,F,728000.0,2021-10-01,чувашская республика,niva travel,2650000.0,147,MT,Petrol,0
2684,200232,58,F,356000.0,2023-05-01,ульяновская область,riva,1300000.0,102,MT,Petrol,3
2685,201199,50,M,1075000.0,2023-01-01,нижегородская область,21099,2950000.0,107,MT,Diesel,2
2686,199186,52,M,240000.0,2021-06-01,нижегородская область,largus,2500000.0,137,MT,Petrol,2
2687,200290,57,F,281000.0,2023-05-01,республика мордовия,samara,2650000.0,112,AT,Petrol,3
2688,201602,42,M,509000.0,2022-03-01,оренбургская область,2109,1300000.0,122,MT,Petrol,2
2689,198847,56,M,547000.0,2022-09-01,нижегородская область,xray,1300000.0,97,MT,Petrol,2
2690,199862,57,M,311000.0,2022-12-01,республика башкортостан,2110,2850000.0,132,MT,Diesel,2
2691,202069,52,M,538000.0,2023-12-01,самарская область,priora,2750000.0,142,MT,Petrol,2
2692,198717,47,M,654000.0,2023-05-01,республика татарстан,largus,1100000.0,97,MT,Petrol,2
2693,198543,30,M,407000.0,2021-05-01,самарская область,2112,2350000.0,97,MT,Petrol,2
2694,198281,49,F,807000.0,2021-05-01,пензенская область,kalina,1700000.0,92,MT,Petrol,2
2695,201983,56,M,352000.0,2021-11-01,республика татарстан,oka,1450000.0,87,MT,Petrol,0
2696,198204,35,M,326000.0,2022-05-01,республика татарстан,2112,1100000.0,137,MT,Diesel,1
2697,199679,52,M,902000.0,2023-09-01,нижегородская область,2112,1200000.0,137,MT,Petrol,2
2698,199448,40,M,321000.0,2022-09-01,пензенская область,kalina,2100000.0,92,AT,Petrol,2
2699,199228,45,M,249000.0,2023-10-01,саратовская область,2113,1500000.0,117,MT,Petrol,4
2700,198941,52,M,366000.0,2023-05-01,пермский край,granta,2350000.0,117,MT,Petrol,1
2701,202310,47,M,240000.0,2023-06-01,самарская область,2115,1750000.0,137,MT,Petrol,0
2702,198348,36,M,346000.0,2022-06-01,нижегородская область,riva,1700000.0,127,MT,Petrol,4
2703,197655,56,M,243000.0,2022-01-01,оренбургская область,vesta,2900000.0,122,AT,Petrol,0
2704,201917,56,M,659000.0,2023-07-01,самарская область,2112,1450000.0,107,AT,Petrol,1
2705,202153,47,M,622000.0,2023-03-01,кировская область,riva,2400000.0,112,MT,Petrol,1
2706,200023,53,M,613000.0,2022-03-01,республика башкортостан,2114,1250000.0,112,MT,Petrol,0
2707,197613,49,M,257000.0,2023-10-01,самарская область,granta,700000.0,132,AT,Petrol,4
2708,200718,49,M,448000.0,2022-09-01,нижегородская область,samara,1950000.0,97,MT,Petrol,1
2709,198241,52,M,250000.0,2021-02-01,оренбургская область,priora,1300000.0,122,AT,Petrol,1
2710,197769,53,M,240000.0,2022-08-01,чувашская республика,niva travel,2000000.0,112,MT,Petrol,3
2711,201331,50,M,267000.0,2021-08-01,оренбургская область,samara,1950000.0,117,MT,Petrol,2
2712,197738,49,M,895000.0,2021-08-01,республика татарстан,priora,2050000.0,142,AT,Petrol,2
2713,202273,60,M,788000.0,2022-03-01,республика татарстан,2112,2800000.0,87,AT,Petrol,0
2714,199412,52,M,434000.0,2022-12-01,оренбургская область,granta,1300000.0,137,MT,Petrol,3
2715,199794,61,M,696000.0,2023-02-01,ульяновская область,21099,750000.0,122,AT,Petrol,2
2716,201541,52,M,335000.0,2023-07-01,нижегородская область,priora,2450000.0,97,MT,Petrol,2
2717,200790,57,M,592000.0,2021-10-01,самарская область,vesta,3150000.0,127,AT,Petrol,2
2718,197646,44,M,306000.0,2021-11-01,пермский край,largus,950000.0,107,MT,Petrol,3
2719,198084,55,M,439000.0,2022-06-01,самарская область,2111,2600000.0,117,AT,Petrol,2
2720,200009,40,M,300000.0,2022-02-01,республика татарстан,oka,1150000.0,117,MT,Diesel,4
2721,198350,51,M,312000.0,2021-07-01,республика мордовия,2110,1850000.0,102,AT,Diesel,1
2722,201333,62,M,815000.0,2022-09-01,кировская область,samara,2200000.0,92,AT,Petrol,2
2723,201497,44,M,572000.0,2022-07-01,республика татарстан,samara,1850000.0,92,AT,Petrol,3
2724,200594,51,M,340000.0,2023-05-01,чувашская республика,samara,1450000.0,87,MT,Petrol,1
2725,200801,51,M,432000.0,2022-08-01,чувашская республика,vesta,2350000.0,117,MT,Diesel,2
2726,201997,48,M,470000.0,2021-07-01,пермский край,2111,950000.0,112,MT,Petrol,3
2727,200242,48,F,628000.0,2023-06-01,нижегородская область,niva travel,850000.0,117,AT,Petrol,1
2728,197692,49,M,562000.0,2023-04-01,саратовская область,21099,1150000.0,142,MT,Petrol,3
2729,198328,52,M,313000.0,2022-08-01,республика башкортостан,2114,2450000.0,87,MT,Petrol,4
2730,199437,44,M,537000.0,2023-04-01,республика башкортостан,2115,2250000.0,102,MT,Petrol,3
2731,197665,41,M,869000.0,2023-07-01,саратовская область,21099,2750000.0,117,AT,Petrol,0
2732,201102,58,M,343000.0,2021-07-01,пензенская область,2109,1200000.0,97,MT,Petrol,2
2733,200760,61,M,506000.0,2021-04-01,оренбургская область,niva legend,1050000.0,142,MT,Petrol,3
2734,197662,49,M,240000.0,2022-07-01,пермский край,kalina,1450000.0,97,MT,Petrol,1
2735,201298,60,M,508000.0,2021-08-01,республика татарстан,granta,1650000.0,97,AT,Petrol,1
2736,197902,41,M,410000.0,2021-02-01,чувашская республика,kalina,1350000.0,92,MT,Petrol,3
2737,199693,49,M,343000.0,2023-11-01,республика башкортостан,2112,850000.0,127,MT,Petrol,1
2738,197998,50,M,332000.0,2022-05-01,республика мордовия,xray,1150000.0,117,MT,Petrol,0
2739,198777,45,M,338000.0,2022-08-01,пензенская область,niva legend,2850000.0,147,MT,Petrol,0
2740,200759,55,M,240000.0,2023-07-01,республика башкортостан,priora,900000.0,87,MT,Petrol,4
2741,198653,44,M,483000.0,2023-12-01,саратовская область,vesta,1600000.0,122,MT,Petrol,1
2742,201696,39,F,391000.0,2021-04-01,республика башкортостан,xray,1350000.0,107,MT,Petrol,2
2743,198258,37,M,319000.0,2021-02-01,кировская область,21099,1250000.0,112,MT,Petrol,2
2744,201138,44,M,345000.0,2021-08-01,удмуртская республика,niva travel,800000.0,127,AT,Petrol,2
2745,200627,43,M,287000.0,2022-08-01,кировская область,2115,2050000.0,87,MT,Petrol,3
2746,200130,41,M,600000.0,2021-01-01,кировская область,niva travel,2750000.0,147,MT,Petrol,0
2747,202067,59,F,272000.0,2021-06-01,республика башкортостан,samara,900000.0,132,MT,Petrol,0
2748,198382,37,M,475000.0,2022-12-01,республика башкортостан,oka,1800000.0,87,MT,Petrol,1
2749,200639,56,M,264000.0,2022-02-01,самарская область,kalina,1050000.0,117,AT,Petrol,0
2750,200682,46,M,456000.0,2022-01-01,самарская область,largus,2250000.0,97,MT,Petrol,3
2751,201365,57,M,240000.0,2021-04-01,пермский край,2113,2750000.0,127,AT,Petrol,2
2752,199548,30,M,240000.0,2021-06-01,удмуртская республика,kalina,900000.0,97,MT,Petrol,3
2753,199675,55,M,511000.0,2021-07-01,пермский край,2113,2500000.0,117,MT,Petrol,4
2754,198464,58,M,240000.0,2022-09-01,саратовская область,niva legend,2350000.0,132,MT,Diesel,1
2755,201483,57,M,412000.0,2023-05-01,пермский край,largus,1350000.0,132,MT,Diesel,5
2756,199046,53,M,583000.0,2023-11-01,нижегородская область,niva travel,1300000.0,147,MT,Petrol,2
2757,202123,55,M,271000.0,2022-11-01,удмуртская республика,2111,2800000.0,87,MT,Petrol,0
2758,200249,61,M,240000.0,2021-11-01,республика татарстан,2113,2800000.0,132,MT,Diesel,1
2759,200039,57,M,475000.0,2022-12-01,нижегородская область,2110,2450000.0,127,MT,Petrol,3
2760,201820,61,M,328000.0,2022-07-01,республика мордовия,2109,1850000.0,107,MT,Petrol,1
2761,197420,45,F,551000.0,2022-11-01,удмуртская республика,xray,2650000.0,127,MT,Petrol,2
2762,202405,51,M,240000.0,2022-06-01,республика башкортостан,2112,1300000.0,122,MT,Petrol,2
2763,200120,53,M,290000.0,2022-08-01,чувашская республика,niva travel,2550000.0,147,MT,Petrol,1
2764,199808,53,M,261000.0,2023-04-01,республика башкортостан,21099,1100000.0,97,MT,Petrol,1
2765,199546,58,M,735000.0,2023-08-01,кировская область,largus,2250000.0,87,MT,Diesel,2
2766,199656,63,M,286000.0,2023-11-01,удмуртская республика,granta,1900000.0,87,MT,Petrol,4
2767,201246,51,M,611000.0,2021-06-01,самарская область,2114,750000.0,112,MT,Petrol,2
2768,198289,54,M,326000.0,2021-08-01,пензенская область,2112,1500000.0,97,MT,Diesel,2
2769,200696,45,M,364000.0,2022-06-01,пензенская область,2112,2650000.0,137,MT,Petrol,0
2770,201947,50,M,485000.0,2022-04-01,удмуртская республика,granta,1750000.0,117,MT,Petrol,4
2771,202160,63,F,470000.0,2023-08-01,республика башкортостан,2111,1700000.0,142,AT,Petrol,1
2772,201722,45,M,240000.0,2021-08-01,удмуртская республика,2111,3150000.0,132,MT,Petrol,3
2773,200731,55,M,320000.0,2023-03-01,республика татарстан,priora,2800000.0,107,AT,Petrol,2
2774,200810,52,M,469000.0,2021-06-01,нижегородская область,xray,1800000.0,122,MT,Petrol,3
2775,200603,57,M,311000.0,2022-04-01,саратовская область,priora,2550000.0,132,MT,Petrol,5
2776,200562,58,M,240000.0,2021-09-01,пермский край,2110,2600000.0,112,AT,Petrol,1
2777,197554,53,M,370000.0,2022-01-01,республика татарстан,niva travel,2000000.0,107,MT,Petrol,3
2778,201966,49,M,333000.0,2022-02-01,республика мордовия,2115,3000000.0,142,MT,Petrol,1
2779,199771,47,M,240000.0,2021-03-01,пермский край,xray,2400000.0,102,MT,Petrol,2
2780,200550,50,M,320000.0,2023-07-01,пензенская область,xray,3200000.0,112,MT,Petrol,1
2781,199205,58,M,368000.0,2022-07-01,республика башкортостан,largus,2250000.0,127,AT,Petrol,2
2782,197460,54,M,256000.0,2022-07-01,ульяновская область,riva,3000000.0,142,MT,Petrol,2
2783,200444,57,M,240000.0,2022-12-01,республика башкортостан,priora,850000.0,112,MT,Petrol,1
2784,199014,45,M,240000.0,2023-10-01,нижегородская область,2115,2250000.0,107,MT,Petrol,2
2785,202410,50,M,726000.0,2023-12-01,республика татарстан,oka,2200000.0,102,MT,Petrol,1
2786,199491,42,M,655000.0,2023-07-01,республика башкортостан,2111,3100000.0,102,AT,Petrol,3
2787,197479,48,M,254000.0,2021-07-01,самарская область,granta,2750000.0,142,AT,Diesel,1
2788,198042,45,M,240000.0,2023-05-01,республика башкортостан,2115,2500000.0,117,MT,Diesel,3
2789,201627,51,M,342000.0,2022-07-01,самарская область,niva travel,1350000.0,117,AT,Petrol,0
2790,198728,39,M,854000.0,2022-07-01,республика марий эл,2110,1700000.0,92,AT,Petrol,1
2791,200574,52,M,240000.0,2023-10-01,республика татарстан,samara,3200000.0,107,AT,Petrol,3
2792,199211,38,M,292000.0,2023-02-01,нижегородская область,21099,1950000.0,122,MT,Petrol,2
2793,200971,45,M,417000.0,2023-08-01,удмуртская республика,xray,2700000.0,87,MT,Petrol,2
2794,197503,58,M,578000.0,2022-12-01,самарская область,kalina,1300000.0,112,MT,Petrol,1
2795,201867,51,M,240000.0,2022-03-01,нижегородская область,2111,950000.0,102,AT,Petrol,2
2796,197694,56,M,240000.0,2021-11-01,пермский край,2113,2300000.0,112,MT,Petrol,2
2797,200765,44,M,308000.0,2021-08-01,республика башкортостан,2114,2100000.0,97,AT,Petrol,2
2798,197872,37,M,241000.0,2022-01-01,республика башкортостан,2114,700000.0,112,MT,Petrol,0
2799,202267,38,M,240000.0,2021-10-01,республика татарстан,oka,2000000.0,112,MT,Petrol,0
2800,199306,40,M,293000.0,2022-06-01,самарская область,2107,1950000.0,87,MT,Petrol,3
2801,202404,50,M,557000.0,2023-01-01,республика башкортостан,samara,750000.0,92,AT,Diesel,0
2802,198291,50,M,268000.0,2023-10-01,нижегородская область,niva legend,2550000.0,117,MT,Petrol,1
2803,198541,49,M,514000.0,2022-10-01,ульяновская область,kalina,1800000.0,117,MT,Petrol,0
2804,198216,57,M,423000.0,2022-01-01,удмуртская республика,2111,950000.0,92,MT,Petrol,4
2805,199960,35,M,296000.0,2022-06-01,республика башкортостан,largus,3000000.0,87,MT,Petrol,1
2806,201854,43,M,456000.0,2021-05-01,пермский край,2109,2800000.0,102,MT,Petrol,0
2807,199487,51,M,621000.0,2022-07-01,республика башкортостан,niva legend,2150000.0,127,MT,Petrol,5
2808,198071,44,M,243000.0,2021-03-01,республика башкортостан,2115,2550000.0,142,AT,Petrol,1
2809,198131,48,M,256000.0,2022-06-01,республика башкортостан,samara,3150000.0,107,AT,Petrol,3
2810,200484,55,M,240000.0,2023-06-01,нижегородская область,vesta,1250000.0,127,MT,Diesel,3
2811,197836,48,M,240000.0,2021-02-01,оренбургская область,2113,2600000.0,107,AT,Petrol,2
2812,197427,61,M,418000.0,2022-05-01,республика башкортостан,2115,3100000.0,92,MT,Petrol,0
2813,202204,56,M,460000.0,2021-11-01,пензенская область,niva travel,1800000.0,87,MT,Petrol,4
2814,201449,52,M,717000.0,2023-01-01,кировская область,2110,2750000.0,87,MT,Petrol,3
2815,201540,51,M,295000.0,2021-03-01,саратовская область,oka,1500000.0,92,MT,Petrol,0
2816,198594,48,M,633000.0,2021-05-01,самарская область,niva travel,3150000.0,142,MT,Petrol,4
2817,200657,58,M,547000.0,2023-05-01,пензенская область,21099,900000.0,137,AT,Diesel,2
2818,198267,56,M,349000.0,2022-01-01,кировская область,priora,2750000.0,122,MT,Petrol,1
2819,201684,51,M,798000.0,2021-06-01,нижегородская область,2115,1800000.0,122,AT,Petrol,1
2820,201698,55,M,741000.0,2023-04-01,пермский край,priora,1350000.0,107,MT,Petrol,1
2821,199317,53,M,385000.0,2022-06-01,ульяновская область,samara,750000.0,97,MT,Petrol,0
2822,201174,58,M,574000.0,2021-03-01,нижегородская область,riva,2250000.0,122,MT,Petrol,3
2823,200781,41,M,240000.0,2021-10-01,кировская область,granta,850000.0,142,AT,Petrol,0
2824,199602,43,M,717000.0,2022-02-01,республика башкортостан,kalina,1550000.0,137,MT,Petrol,1
2825,202126,61,M,240000.0,2021-09-01,нижегородская область,2114,2200000.0,97,MT,Petrol,1
2826,198779,55,M,497000.0,2023-07-01,удмуртская республика,granta,2100000.0,112,MT,Petrol,1
2827,199712,61,M,240000.0,2022-08-01,республика татарстан,oka,1050000.0,122,MT,Petrol,2
2828,199452,47,M,275000.0,2021-11-01,пермский край,2111,1550000.0,112,AT,Petrol,1
2829,202050,53,M,240000.0,2023-09-01,нижегородская область,priora,1800000.0,107,AT,Petrol,2
2830,199665,53,M,526000.0,2022-02-01,самарская область,niva travel,3150000.0,102,MT,Petrol,2
2831,198411,53,M,395000.0,2022-09-01,чувашская республика,granta,1300000.0,102,MT,Diesel,3
2832,202289,50,M,286000.0,2022-07-01,самарская область,granta,1400000.0,112,AT,Petrol,2
2833,197753,52,M,336000.0,2023-11-01,самарская область,2110,2850000.0,107,MT,Petrol,3
2834,200906,54,M,443000.0,2023-12-01,пермский край,riva,950000.0,132,MT,Petrol,2
2835,199300,52,F,261000.0,2021-06-01,самарская область,granta,1600000.0,102,MT,Petrol,0
2836,197921,63,M,375000.0,2021-12-01,удмуртская республика,niva legend,1350000.0,87,MT,Petrol,1
2837,200407,55,M,297000.0,2021-08-01,саратовская область,granta,1050000.0,102,MT,Petrol,0
2838,198842,57,M,502000.0,2022-01-01,саратовская область,2115,1050000.0,137,MT,Petrol,3
2839,199653,50,M,240000.0,2023-06-01,удмуртская республика,2113,2900000.0,127,AT,Petrol,0
2840,200928,46,M,1009000.0,2021-03-01,республика башкортостан,2115,750000.0,122,MT,Petrol,2
2841,201238,52,M,304000.0,2023-09-01,республика мордовия,granta,1300000.0,87,AT,Petrol,0
2842,200706,61,M,240000.0,2022-08-01,саратовская область,largus,1800000.0,107,MT,Petrol,2
2843,198033,51,M,356000.0,2021-02-01,республика башкортостан,niva legend,1200000.0,137,MT,Diesel,2
2844,200436,50,M,585000.0,2021-09-01,кировская область,2112,2950000.0,117,MT,Petrol,0
2845,199743,53,M,477000.0,2022-06-01,нижегородская область,2110,1300000.0,127,MT,Petrol,4
2846,201932,37,F,240000.0,2022-07-01,оренбургская область,2111,800000.0,107,MT,Petrol,2
2847,198167,53,M,333000.0,2022-08-01,удмуртская республика,riva,2150000.0,92,MT,Petrol,1
2848,200935,49,M,431000.0,2023-09-01,кировская область,2107,1550000.0,107,AT,Petrol,2
2849,200685,49,M,469000.0,2021-08-01,пермский край,priora,2850000.0,137,AT,Petrol,0
2850,200687,58,M,240000.0,2021-02-01,республика башкортостан,oka,2750000.0,117,AT,Petrol,1
